Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
1274,124,11512.94434,11512,Corner,1Fam,SLvl,6,7,1959,2006,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,0,300,1019,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,1959,RFn,1,312,TA,0,0,0,0,163,0,NA,0,5,2008,177000
1275,53,5362.877332,5362,Corner,1Fam,1.5Fin,5,6,1910,2003,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,661,661,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,1985,Unf,2,552,TA,242,0,81,0,0,0,NA,0,11,2007,139000
1276,95,11345.80458,11345,Corner,Duplex,2Story,5,5,1948,1950,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,No,Rec,220,0,708,928,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,NA,1948,Unf,2,400,TA,0,0,0,0,0,0,NA,0,7,2007,137000
1277,,12936.20456,12936,CulDSac,1Fam,2Story,6,6,1972,1972,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,BLQ,593,0,130,723,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,1972,Unf,2,497,TA,294,116,0,0,0,0,NA,0,12,2009,162000
1278,,17871.02612,17871,CulDSac,1Fam,SLvl,6,5,1967,1976,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,Gd,TA,Av,ALQ,528,0,1152,1680,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,1967,RFn,2,480,TA,0,0,0,0,0,0,NA,0,6,2009,197900
1279,75,9473.229827,9473,Inside,1Fam,2Story,8,5,2002,2002,VinylSd,VinylSd,NA,NA,Gd,TA,PConc,Gd,TA,No,GLQ,804,0,324,1128,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,2002,RFn,2,577,TA,0,211,0,0,0,0,NA,0,3,2008,237000
1280,60,7500.202507,7500,Inside,1Fam,1.5Fin,4,4,1920,1950,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,0,698,698,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,NA,1980,RFn,2,528,TA,30,0,164,0,0,0,NA,0,4,2010,68400
1281,67,9808.058642,9808,Inside,1Fam,1Story,7,5,2002,2002,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,0,785,1573,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,NA,2002,RFn,2,544,TA,0,72,0,0,0,0,NA,0,3,2009,227000
1282,50,8049.620224,8049,CulDSac,1Fam,1Story,7,5,1990,1990,HdBoard,HdBoard,BrkFace,54,TA,TA,CBlock,Gd,TA,No,ALQ,1053,0,256,1309,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,1990,Fin,2,484,Gd,0,58,0,0,90,0,NA,0,7,2006,180000
1283,61,8800.019632,8800,Inside,1Fam,1Story,5,7,1977,2008,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,144,364,1040,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,NA,1977,Unf,2,484,TA,0,0,0,0,288,0,NA,0,9,2009,150500
1284,94,9400.426823,9400,Corner,Duplex,2Story,6,5,1971,1971,MetalSd,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,0,912,912,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,128,0,0,0,0,0,NA,0,4,2010,139000
1285,50,9638.453701,9638,Inside,1Fam,1.5Fin,6,7,1919,1990,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,804,804,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,1969,Unf,1,336,TA,272,0,42,0,116,0,NA,0,3,2010,169000
1286,50,6000.39283,6000,Inside,1Fam,1.5Fin,6,6,1939,1950,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,0,780,780,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,1939,Unf,1,280,TA,45,0,0,0,0,0,NA,0,5,2009,132500
1287,,9790.765824,9790,Inside,1Fam,1Story,6,5,1963,1963,HdBoard,HdBoard,BrkFace,451,TA,TA,CBlock,TA,TA,No,ALQ,569,81,678,1328,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,1963,Unf,2,528,TA,0,26,0,0,0,0,NA,0,6,2010,143000
1288,,36500.40034,36500,Inside,1Fam,1Story,5,5,1964,1964,Wd Sdng,Wd Sdng,BrkCmn,621,TA,Gd,CBlock,TA,TA,Av,Rec,812,0,812,1624,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,NA,1964,Unf,2,390,TA,168,198,0,0,0,0,NA,0,6,2006,190000
1289,40,5664.827235,5664,Inside,TwnhsE,1Story,8,5,2000,2000,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,0,343,1501,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,2000,Fin,2,499,TA,212,59,0,0,0,0,NA,0,10,2009,278000
1290,86,11065.62679,11065,Inside,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,Stone,788,Gd,TA,PConc,Gd,TA,Mn,Unf,0,0,1085,1085,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,2006,Fin,3,753,TA,177,74,0,0,0,0,NA,0,10,2006,281000
1291,,14112.82467,14112,Corner,1Fam,SLvl,5,7,1964,1964,Wd Sdng,HdBoard,BrkFace,86,TA,TA,PConc,TA,TA,Av,GLQ,1014,0,138,1152,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,1964,RFn,2,484,TA,227,0,0,0,0,0,NA,0,4,2010,180500
1292,21,1680.050958,1680,Inside,Twnhs,2Story,5,7,1972,1972,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,TA,TA,No,ALQ,231,0,399,630,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,1972,Unf,1,264,TA,185,0,0,0,0,0,NA,0,2,2009,119500
1293,60,6600.000347,6600,Corner,1Fam,2Story,5,4,1892,1965,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,0,994,994,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,NA,1985,RFn,1,432,TA,0,287,0,0,0,0,NA,0,12,2009,107500
1294,78,10140.85684,10140,Inside,1Fam,2Story,7,5,1976,1976,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,194,0,638,832,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,1976,RFn,2,528,TA,0,28,0,0,259,0,NA,0,3,2006,162900
1295,60,8172.95108,8172,Inside,1Fam,1Story,5,7,1955,1990,WdShing,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,167,0,697,864,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,NA,1957,Unf,2,572,TA,0,0,0,0,0,0,NA,0,4,2006,115000
1296,70,8400.81783,8400,Inside,1Fam,1Story,5,5,1968,1968,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,Av,BLQ,1016,0,36,1052,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,NA,1968,RFn,1,288,TA,356,0,0,0,0,0,NA,0,11,2006,138500
1297,80,8700.247595,8700,Inside,1Fam,1Story,5,6,1963,1963,MetalSd,MetalSd,BrkFace,148,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,0,344,1120,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,NA,1963,RFn,2,525,TA,192,20,123,0,0,0,NA,0,12,2008,155000
1298,35,3675.251899,3675,Inside,TwnhsE,SFoyer,6,5,2005,2006,VinylSd,VinylSd,BrkFace,82,TA,TA,PConc,Gd,TA,Gd,GLQ,547,0,0,547,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,NA,2005,Fin,2,525,TA,0,44,0,0,0,0,NA,0,6,2006,140000
1299,313,63887.54151,63887,Corner,1Fam,2Story,10,5,2008,2008,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,0,466,6110,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,2008,Fin,2,1418,TA,214,292,0,0,0,480,NA,0,1,2008,160000
1300,75,7500.096322,7500,Inside,1Fam,1Story,5,7,1959,1994,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,LwQ,340,906,0,1246,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,NA,1959,RFn,1,305,TA,218,0,0,0,0,0,NA,0,5,2010,154000
1301,,10762.21824,10762,CulDSac,1Fam,2Story,7,5,1999,1999,VinylSd,VinylSd,None,344,Gd,TA,PConc,Gd,TA,No,GLQ,694,0,284,978,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,1999,Fin,2,490,TA,0,0,0,0,0,0,NA,0,5,2009,225000
1302,,7500.648365,7500,Inside,1Fam,2Story,6,7,1942,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,547,0,224,771,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,1942,Unf,1,213,TA,0,0,0,0,224,0,NA,0,11,2009,177500
1303,92,10120.42535,10120,Inside,1Fam,2Story,8,5,1994,1994,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No,GLQ,740,0,425,1165,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,1994,RFn,3,844,TA,309,78,0,0,0,0,NA,0,12,2006,290000
1304,73,8688.397846,8688,Inside,1Fam,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,228,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1616,1616,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,NA,2005,RFn,3,834,TA,208,59,0,0,0,0,NA,0,4,2006,232000
1305,32,3363.156072,3363,Inside,TwnhsE,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,117,Gd,TA,PConc,Gd,TA,No,Unf,0,0,976,976,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,NA,2004,Unf,2,380,TA,0,40,0,0,0,0,NA,0,4,2006,130000
1306,108,13173.59645,13173,Corner,1Fam,1Story,9,5,2006,2007,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,TA,No,GLQ,1572,0,80,1652,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,2006,Fin,2,840,TA,404,102,0,0,0,0,NA,0,11,2009,325000
1307,48,6955.430371,6955,Inside,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1368,1368,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2005,RFn,2,474,TA,132,35,0,0,0,0,NA,0,9,2006,202500
1308,60,8072.615984,8072,Inside,1Fam,1Story,5,5,1994,1995,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,0,244,990,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,2000,Unf,2,480,TA,0,64,0,0,0,0,NA,0,5,2009,138000
1309,100,12000.64904,12000,Inside,1Fam,1Story,5,7,1948,2005,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,144,608,172,924,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,NA,1948,Unf,2,528,TA,0,36,0,0,0,0,NA,0,5,2008,147000
1310,,7153.444799,7153,Inside,1Fam,1Story,6,5,1991,1991,HdBoard,HdBoard,BrkFace,88,TA,TA,CBlock,Gd,TA,No,GLQ,1200,0,78,1278,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,NA,1991,RFn,2,496,TA,112,51,0,0,0,0,NA,0,6,2008,179200
1311,100,17500.84836,17500,Inside,1Fam,1Story,7,8,1959,2002,BrkFace,HdBoard,None,0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,0,496,1902,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,1959,Fin,2,567,TA,0,207,162,0,0,0,NA,0,5,2010,335000
1312,68,8814.114686,8814,Inside,1Fam,1Story,7,5,2005,2007,VinylSd,VinylSd,BrkFace,80,Gd,TA,PConc,Gd,TA,No,GLQ,925,0,349,1274,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,NA,2005,RFn,2,508,TA,264,98,0,0,0,0,NA,0,1,2007,203000
1313,,9572.669136,9572,Inside,1Fam,2Story,8,5,1990,1990,Wd Sdng,Wd Sdng,BrkFace,336,Gd,TA,PConc,Ex,TA,No,GLQ,482,0,971,1453,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,1990,RFn,2,750,Gd,500,0,0,0,0,0,NA,0,6,2007,302000
1314,108,14774.79142,14774,Corner,1Fam,2Story,9,5,1999,1999,VinylSd,VinylSd,BrkFace,165,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1393,1393,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,1999,Fin,3,779,TA,668,30,0,0,0,0,NA,0,5,2010,333168
1315,60,8190.754196,8190,Inside,1Fam,1Story,4,6,1954,1954,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,732,0,216,948,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,1956,Unf,1,280,TA,0,36,0,0,0,0,NA,0,10,2007,119000
1316,85,11075.02145,11075,Inside,1Fam,2Story,6,5,1969,1969,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,276,176,952,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,1969,Unf,2,576,TA,280,0,0,0,0,0,NA,0,6,2008,206900
1317,61,10226.29028,10226,Inside,1Fam,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,270,Gd,TA,PConc,Ex,TA,Gd,Unf,0,0,1622,1622,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,2008,RFn,3,860,TA,172,42,0,0,0,0,NA,0,1,2009,295493
1318,47,4230.95427,4230,Corner,TwnhsE,1Story,7,5,2006,2007,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,0,1352,1352,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,2006,RFn,2,466,TA,0,241,0,0,0,0,NA,0,4,2007,208900
1319,,14781.37821,14781,CulDSac,1Fam,1Story,8,5,2001,2002,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Gd,Unf,0,0,1753,1753,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,2001,RFn,3,748,TA,198,150,0,0,0,0,NA,0,8,2006,275000
1320,75,10215.7838,10215,Inside,1Fam,1Story,4,5,1954,1954,Wd Sdng,Wd Sdng,BrkFace,132,TA,TA,PConc,TA,TA,No,ALQ,492,0,372,864,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,NA,1954,Unf,1,248,TA,0,0,0,0,0,0,NA,0,2,2007,111000
1321,70,8400.436757,8400,Inside,1Fam,1Story,6,3,1957,1957,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,ALQ,189,661,628,1478,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,1957,RFn,2,442,TA,114,0,0,0,216,0,NA,0,6,2009,156500
1322,,6627.447238,6627,Corner,1Fam,1Story,3,6,1949,1950,VinylSd,VinylSd,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,0,0,0,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,NA,1955,Unf,1,287,TA,0,0,0,0,0,0,NA,0,7,2008,72500
1323,107,10186.24336,10186,Inside,1Fam,2Story,7,5,1992,1992,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,674,0,76,750,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,1992,RFn,2,564,TA,240,39,0,0,0,0,NA,0,6,2010,190000
1324,50,5330.646561,5330,Inside,1Fam,1Story,4,7,1940,1950,VinylSd,VinylSd,None,0,Fa,TA,CBlock,TA,TA,No,LwQ,280,0,140,420,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,NA,NA,NA,0,0,NA,164,0,0,0,0,0,NA,0,12,2009,82500
1325,75,9986.467757,9986,Inside,1Fam,1Story,8,5,2006,2007,VinylSd,VinylSd,BrkFace,428,Gd,TA,PConc,Ex,TA,Av,Unf,0,0,1795,1795,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,2007,RFn,3,895,TA,0,49,0,0,0,0,NA,0,2,2007,147000
1326,40,3636.559066,3636,Inside,1Fam,1Story,4,4,1922,1950,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,0,796,796,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,0,100,0,0,0,NA,0,1,2008,55000
1327,70,4270.589972,4270,Inside,1Fam,1Story,3,6,1931,2006,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,544,0,0,544,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,0,0,NA,0,0,286,0,0,0,NA,0,5,2007,79000
1328,60,6600.644125,6600,Inside,1Fam,1Story,5,9,1982,2008,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,0,175,816,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,1982,Unf,1,264,TA,0,0,0,0,0,0,NA,0,10,2008,130500
1329,60,10440.90978,10440,Corner,1Fam,1.5Fin,6,7,1920,1950,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,0,1017,1510,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,1920,Unf,2,520,Fa,0,547,0,0,480,0,Shed,1150,6,2008,256000
1330,63,9084.643714,9084,Inside,1Fam,2Story,7,5,1998,1998,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,935,935,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,1998,Fin,2,462,TA,0,28,0,0,0,0,NA,0,6,2006,176500
1331,85,10000.75283,10000,Inside,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,410,Gd,TA,PConc,Gd,Gd,Av,Unf,0,0,1588,1588,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,RFn,3,825,TA,144,45,0,0,0,0,NA,0,12,2007,227000
1332,55,10780.17641,10780,Inside,1Fam,SLvl,5,5,1976,1976,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,483,0,428,911,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,NA,1976,Unf,2,576,TA,0,0,0,0,0,0,NA,0,7,2006,132500
1333,67,8877.578774,8877,Inside,1Fam,1Story,4,6,1938,1958,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,0,126,816,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,1958,Unf,1,288,Fa,0,0,0,0,0,0,NA,0,5,2009,100000
1334,60,7200.234955,7200,Corner,1Fam,1.5Fin,5,6,1938,1995,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,803,803,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,NA,1951,Unf,1,297,TA,0,65,190,0,0,0,NA,0,7,2006,125500
1335,24,2368.801027,2368,Inside,TwnhsE,2Story,5,6,1970,1970,HdBoard,HdBoard,None,312,TA,TA,CBlock,TA,TA,No,LwQ,765,0,0,765,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,NA,1970,Unf,2,440,TA,0,36,0,0,0,0,NA,0,5,2009,125000
1336,80,9650.041553,9650,Inside,1Fam,1Story,6,5,1977,1977,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,Gd,TA,No,ALQ,686,0,664,1350,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,1977,RFn,2,630,TA,0,16,0,0,0,0,NA,0,4,2009,167900
1337,87,9246.169207,9246,Inside,Duplex,1Story,5,5,1973,1973,Plywood,Plywood,BrkFace,564,TA,TA,CBlock,TA,TA,No,Unf,0,0,1656,1656,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,NA,1973,Unf,2,506,TA,0,211,0,0,0,0,NA,0,11,2008,135000
1338,153,4118.490981,4118,Corner,1Fam,1Story,4,4,1941,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,693,693,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,NA,NA,NA,0,0,NA,0,20,0,0,0,0,NA,0,3,2006,52500
1339,95,13450.86398,13450,Corner,1Fam,2Story,7,5,2002,2002,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,700,0,216,916,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,NA,2002,RFn,2,492,TA,146,91,0,0,0,0,NA,0,6,2006,200000
1340,120,9560.168427,9560,Corner,1Fam,1Story,5,7,1972,1972,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,0,504,864,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,1972,RFn,1,288,TA,0,0,0,0,0,0,NA,0,6,2006,128500
1341,70,8294.66699,8294,Inside,1Fam,1Story,4,5,1971,1971,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,858,858,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,NA,1974,Unf,4,480,TA,0,0,0,0,0,0,NA,0,6,2007,123000
1342,66,13695.4653,13695,Inside,1Fam,1Story,6,5,2003,2004,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,814,0,300,1114,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Gd,6,Typ,0,NA,2004,Unf,2,576,TA,0,78,0,0,0,0,NA,0,7,2008,155000
1343,,9375.667296,9375,Inside,1Fam,2Story,8,5,2002,2002,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1284,1284,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,2002,RFn,2,647,TA,192,87,0,0,0,0,NA,0,8,2007,228500
1344,57,7558.798983,7558,Inside,1Fam,1.5Fin,6,6,1928,1950,BrkFace,Stone,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,896,896,Y,SBrkr,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,1,TA,1929,Unf,2,342,Fa,0,0,0,0,0,0,NA,0,3,2009,177000
1345,85,11103.73157,11103,Corner,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,728,728,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,TA,2006,Fin,2,440,TA,0,0,0,0,0,0,NA,0,7,2007,155835
1346,50,6000.693729,6000,Inside,1Fam,1Story,4,4,1920,1950,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,250,0,710,960,Y,FuseA,960,0,0,960,0,0,1,0,2,1,Fa,5,Typ,0,NA,1997,Unf,1,308,TA,0,0,168,0,0,0,NA,0,7,2007,108500
1347,,20781.79084,20781,CulDSac,1Fam,1Story,7,7,1968,2003,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,297,68,1203,1568,Y,SBrkr,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Gd,1968,RFn,2,508,Gd,0,80,0,290,0,0,NA,0,6,2006,262500
1348,93,15306.91598,15306,Corner,1Fam,1Story,8,5,2006,2007,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,0,1652,1732,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,Fin,3,712,TA,0,0,0,0,0,0,NA,0,5,2007,283463
1349,,16196.34861,16196,Inside,1Fam,1Story,7,5,1998,1998,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,0,39,1482,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,Fa,1998,RFn,2,514,TA,402,25,0,0,0,0,NA,0,8,2007,215000
1350,50,5250.72473,5250,Inside,1Fam,2Story,8,5,1872,1987,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,0,425,684,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,TA,8,Typ,0,NA,NA,NA,0,0,NA,0,54,20,0,0,0,NA,0,12,2008,122000
1351,91,11643.28954,11643,Inside,Duplex,2Story,5,5,1969,1969,MetalSd,MetalSd,BrkFace,368,TA,TA,CBlock,TA,TA,No,LwQ,500,0,748,1248,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,NA,1969,Unf,4,968,TA,0,0,0,0,0,0,NA,0,8,2009,200000
